article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
627262006,627262,30434,252,100,7,1010015,23,10,47,3,3,9,16,8718,242,7,2,4,0,77,55,1003,7,15318
627262007,627262,30434,252,100,7,1010008,10,81,27,3,3,7,14,8718,242,7,2,4,0,77,55,1003,7,15318
627267001,627267,10288,78,69,0,1010016,25,9,1,4,1,5,1,4242,195,1,7,1,2,60,51,1018,15,22736
627267002,627267,10288,78,69,0,1010016,25,31,23,1,2,3,11,4242,195,1,7,1,2,60,51,1018,15,22736
627267003,627267,10288,78,69,0,1010016,25,11,29,3,3,9,16,4242,195,1,7,1,2,60,51,1018,15,22736
627267004,627267,10288,78,69,0,1010001,0,73,5,4,1,2,2,4242,195,1,7,1,2,60,51,1018,15,22736
627282001,627282,36931,57,101,15,1010001,0,9,1,4,1,5,1,4320,246,8,1,4,0,43,20,1018,15,11784
627283001,627283,35894,299,103,15,1010001,0,81,27,3,3,7,14,4320,246,8,1,4,0,43,20,1018,15,11401
627291001,627291,9022,265,32,5,1010007,9,92,15,1,2,20,7,1344,56,3,4,2,1,53,12,1013,3,5779
627296001,627296,22886,265,32,5,1010021,14,81,27,1,2,2,2,1344,56,3,4,2,1,53,12,1013,3,31028
627300001,627300,13682,308,55,7,1010016,25,73,5,4,1,2,2,7648,97,6,3,4,0,46,21,1005,6,26740
627302003,627302,40781,265,32,5,1010001,0,62,41,1,2,6,8,1344,56,3,4,2,1,53,12,1013,3,28197
627302004,627302,40781,265,32,5,1010016,25,51,24,3,3,4,12,1344,56,3,4,2,1,53,12,1013,3,28197
627307001,627307,31880,86,5,12,1010016,25,73,5,4,1,2,2,4311,119,8,1,4,0,42,19,1020,10,17531
627334001,627334,2508,91,82,12,1010016,25,10,47,3,3,9,16,4321,245,8,1,4,0,42,19,1020,10,25987
627339001,627339,5376,258,11,7,1010018,28,9,1,4,1,5,1,1547,207,3,4,2,1,58,15,1010,1,7416
627339002,627339,5376,258,11,7,1010001,0,12,19,1,2,11,0,1547,207,3,4,2,1,58,15,1010,1,7416
627342002,627342,22669,267,57,5,1010016,25,9,1,4,1,5,1,5961,57,3,4,2,1,58,15,1013,3,23888
627360001,627360,29359,264,10,7,1010016,25,9,1,4,1,5,1,1241,152,0,6,1,2,18,53,1008,2,33301
627360003,627360,29359,264,10,7,1010016,25,51,24,3,3,4,12,1241,152,0,6,1,2,18,53,1008,2,33301
627360005,627360,29359,264,10,7,1010016,25,10,47,3,3,9,16,1241,152,0,6,1,2,18,53,1008,2,33301
627378001,627378,13912,262,56,7,1010016,25,12,19,1,2,11,0,1241,152,0,6,1,2,18,53,1008,2,18108
627379002,627379,7587,252,100,7,1010017,26,10,47,3,3,9,16,1647,204,3,4,2,1,53,12,1003,7,3479
627389005,627389,43894,252,100,7,1010027,19,9,1,4,1,5,1,1646,125,0,6,1,2,16,43,1003,7,34669
627389006,627389,43894,252,100,7,1010017,26,42,42,5,0,18,13,1646,125,0,6,1,2,16,43,1003,7,34669
627394003,627394,42830,274,87,6,1010016,25,81,27,3,3,7,14,7655,103,6,3,4,0,46,21,1025,11,32999
627395001,627395,26794,274,87,6,1010001,0,73,5,4,1,2,2,7655,103,6,3,4,0,46,21,1025,11,16778
627395002,627395,26794,274,87,6,1010001,0,10,47,3,3,9,16,7655,103,6,3,4,0,46,21,1025,11,16778
627395006,627395,26794,274,87,6,1010001,0,53,9,5,0,4,12,7655,103,6,3,4,0,46,21,1025,11,16778
627398001,627398,30926,274,87,6,1010026,21,73,5,4,1,2,2,7655,103,6,3,4,0,46,21,1025,11,32577
627398002,627398,30926,274,87,6,1010017,26,10,47,3,3,9,16,7655,103,6,3,4,0,46,21,1025,11,32577
627398003,627398,30926,274,87,6,1010017,26,10,47,3,3,9,16,7655,103,6,3,4,0,46,21,1025,11,32577
627404001,627404,1144,252,100,7,1010013,20,72,2,7,4,2,2,7520,124,4,8,3,3,28,31,1003,7,15130
627404002,627404,1144,252,100,7,1010010,15,17,49,4,1,13,4,7520,124,4,8,3,3,28,31,1003,7,15130
627407003,627407,1046,252,100,7,1010014,22,32,30,5,0,3,11,4030,2,3,4,2,1,70,10,1023,14,31679
627408001,627408,42379,265,32,5,1010021,14,11,29,1,2,9,16,1686,86,0,6,1,2,14,48,1013,3,10714
627408002,627408,42379,265,32,5,1010021,14,42,42,5,0,18,13,1686,86,0,6,1,2,14,48,1013,3,10714
627408003,627408,42379,265,32,5,1010021,14,9,1,4,1,5,1,1686,86,0,6,1,2,14,48,1013,3,10714
627412001,627412,7420,265,32,5,1010016,25,11,29,1,2,9,16,1926,218,0,6,1,2,14,48,1013,3,19036
627412002,627412,7420,265,32,5,1010016,25,53,9,4,1,4,12,1926,218,0,6,1,2,14,48,1013,3,19036
627456006,627456,31630,270,42,5,1010001,0,10,47,3,3,9,16,6564,141,5,0,4,0,44,1,1005,6,26779
627472001,627472,22738,245,23,7,1010016,25,13,0,2,5,1,10,5963,205,3,4,2,1,58,15,1003,7,6668
627542001,627542,12056,275,90,6,1010016,25,10,47,3,3,9,16,7616,114,6,3,4,0,76,22,1005,6,17326
627542002,627542,12056,275,90,6,1010016,25,73,5,4,1,2,2,7616,114,6,3,4,0,76,22,1005,6,17326
627548001,627548,3230,262,56,7,1010016,25,9,1,4,1,5,1,8852,230,7,2,4,0,45,24,1007,8,4548
627554001,627554,19378,273,61,6,1010016,25,43,11,4,1,18,13,7930,240,7,2,4,0,79,17,1002,5,17798
627554003,627554,19378,273,61,6,1010026,21,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627554004,627554,19398,273,61,6,1010016,25,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627554006,627554,19378,273,61,6,1010016,25,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627554008,627554,19378,273,61,6,1010005,5,73,5,4,1,2,2,7930,240,7,2,4,0,79,17,1002,5,17798
627554009,627554,19378,273,61,6,1010011,17,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627554013,627554,19378,273,61,6,1010001,0,73,5,4,1,2,2,7930,240,7,2,4,0,79,17,1002,5,17798
627554015,627554,19378,273,61,6,1010001,0,73,5,4,1,2,2,7930,240,7,2,4,0,79,17,1002,5,17798
627554016,627554,19378,273,61,6,1010016,25,73,5,4,1,2,2,7930,240,7,2,4,0,79,17,1002,5,17798
627554017,627554,19378,273,61,6,1010005,5,7,17,1,2,12,6,7930,240,7,2,4,0,79,17,1002,5,17798
627554021,627554,19378,273,61,6,1010005,5,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627554023,627554,19378,273,61,6,1010005,5,9,1,4,1,12,6,7930,240,7,2,4,0,79,17,1002,5,17798
627554027,627554,19378,273,61,6,1010005,5,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627554028,627554,19378,273,61,6,1010014,22,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627554032,627554,19378,273,61,6,1010014,22,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627554034,627554,19378,273,61,6,1010016,25,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627554036,627554,19378,273,61,6,1010014,22,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627554037,627554,19378,273,61,6,1010014,22,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627554039,627554,19378,273,61,6,1010014,22,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627554040,627554,19379,273,61,6,1010014,22,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627554041,627554,19379,273,61,6,1010014,22,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17798
627563006,627563,18450,272,112,6,1010018,28,43,11,4,1,18,13,7930,240,7,2,4,0,79,17,1002,5,14819
627563007,627563,18451,272,112,6,1010016,25,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,14819
627563008,627563,18450,272,112,6,1010026,21,8,7,4,1,12,6,7930,240,7,2,4,0,79,17,1002,5,14819
627563009,627563,18450,272,112,6,1010026,21,43,11,4,1,18,13,7930,240,7,2,4,0,79,17,1002,5,14819
627563010,627563,18450,272,112,6,1010026,21,6,22,1,2,12,6,7930,240,7,2,4,0,79,17,1002,5,14819
627563011,627563,18451,272,112,6,1010026,21,19,16,1,2,20,7,7930,240,7,2,4,0,79,17,1002,5,14819
627563012,627563,18451,272,112,6,1010010,15,7,17,1,2,12,6,7930,240,7,2,4,0,79,17,1002,5,14819
627563013,627563,18450,272,112,6,1010001,0,7,17,1,2,12,6,7930,240,7,2,4,0,79,17,1002,5,14819
627563014,627563,18451,272,112,6,1010001,0,7,17,1,2,12,6,7930,240,7,2,4,0,79,17,1002,5,14819
627563015,627563,18451,272,112,6,1010001,0,6,22,1,2,12,6,7930,240,7,2,4,0,79,17,1002,5,14819
627569002,627569,22872,255,105,7,1010016,25,10,47,3,3,9,16,7930,240,7,2,4,0,79,17,1002,5,20720
627572005,627572,22873,252,100,7,1010017,26,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,20659
627572006,627572,22873,252,100,7,1010017,26,10,47,3,3,9,16,7930,240,7,2,4,0,79,17,1002,5,20659
627572008,627572,22873,252,100,7,1010001,0,6,22,1,2,12,6,7930,240,7,2,4,0,79,17,1002,5,20659
627572009,627572,22873,252,100,7,1010001,0,73,5,4,1,2,2,7930,240,7,2,4,0,79,17,1002,5,20659
627572010,627572,22873,252,100,7,1010001,0,73,5,4,1,2,2,7930,240,7,2,4,0,79,17,1002,5,20659
627572011,627572,22873,252,100,7,1010017,26,10,47,3,3,9,16,7930,240,7,2,4,0,79,17,1002,5,20659
627579001,627579,1201,256,12,7,1010010,15,13,0,1,2,1,10,6564,141,5,0,4,0,44,1,1005,6,19389
627579002,627579,1201,256,12,7,1010010,15,7,17,1,2,12,6,6564,141,5,0,4,0,44,1,1005,6,19389
627579003,627579,1201,256,12,7,1010012,18,22,48,2,5,8,17,6564,141,5,0,4,0,44,1,1005,6,19389
627579004,627579,1201,256,12,7,1010012,18,51,24,1,2,4,12,6564,141,5,0,4,0,44,1,1005,6,19389
627579007,627579,1201,256,12,7,1010016,25,51,24,1,2,4,12,6564,141,5,0,4,0,44,1,1005,6,19389
627579008,627579,1201,256,12,7,1010016,25,71,20,3,3,2,2,6564,141,5,0,4,0,44,1,1005,6,19389
627580001,627580,1188,256,12,7,1010016,25,10,47,3,3,9,16,6564,141,5,0,4,0,44,1,1005,6,32408
627581001,627581,1200,256,12,7,1010006,8,52,40,3,3,4,12,6564,141,5,0,4,0,44,1,1005,6,43353
627581002,627581,1200,256,12,7,1010017,26,22,48,7,4,8,17,6564,141,5,0,4,0,44,1,1005,6,43353
627653001,627653,1214,256,12,7,1010001,0,11,29,1,2,9,16,6564,141,5,0,4,0,44,1,1005,6,19386
627667001,627667,37554,262,56,7,1010005,5,72,2,3,3,2,2,1244,149,3,4,2,1,53,12,1007,8,22744
627684001,627684,1206,256,12,7,1010008,10,10,47,3,3,9,16,6564,141,5,0,4,0,44,1,1005,6,19389
627684002,627684,1206,256,12,7,1010016,25,10,47,3,3,9,16,6564,141,5,0,4,0,44,1,1005,6,19389
627687001,627687,19544,256,12,7,1010008,10,10,47,3,3,9,16,6564,141,5,0,4,0,44,1,1005,6,20842
627725003,627725,3707,265,32,5,1010012,18,52,40,5,0,4,12,7920,113,6,3,4,0,79,17,1002,5,27029
627725004,627725,3707,265,32,5,1010012,18,71,20,3,3,2,2,7920,113,6,3,4,0,79,17,1002,5,27029
627734001,627734,44520,254,108,7,1010017,26,11,29,1,2,9,16,3030,64,0,6,1,2,15,44,1001,19,5136
627759006,627759,15036,262,56,7,1010016,25,13,0,4,1,11,0,7812,117,6,3,4,0,45,24,1007,8,23367
627759007,627759,15036,262,56,7,1010016,25,43,11,4,1,18,13,7812,117,6,3,4,0,45,24,1007,8,23367
627759008,627759,15036,262,56,7,1010016,25,19,16,2,5,20,7,7812,117,6,3,4,0,45,24,1007,8,23367
627759009,627759,15036,262,56,7,1010016,25,51,24,1,2,4,12,7812,117,6,3,4,0,45,24,1007,8,23367
627759010,627759,15036,262,56,7,1010016,25,73,5,4,1,2,2,7812,117,6,3,4,0,45,24,1007,8,23367
627760003,627760,35899,261,71,7,1010016,25,51,24,1,2,4,12,7812,117,6,3,4,0,45,24,1007,8,12031
627760004,627760,35899,261,71,7,1010016,25,11,29,1,2,9,16,7812,117,6,3,4,0,45,24,1007,8,12031
627760006,627760,35899,261,71,7,1010016,25,6,22,2,5,12,6,7812,117,6,3,4,0,45,24,1007,8,12031
627760007,627760,35899,261,71,7,1010016,25,73,5,4,1,2,2,7812,117,6,3,4,0,45,24,1007,8,12031
627761003,627761,29092,262,56,7,1010001,0,51,24,1,2,4,12,7812,117,6,3,4,0,45,24,1007,8,18118
627761005,627761,29092,262,56,7,1010001,0,73,5,4,1,2,2,7812,117,6,3,4,0,45,24,1007,8,18118
627762005,627762,6798,262,56,7,1010016,25,73,5,4,1,2,2,7812,117,6,3,4,0,45,24,1007,8,23243
627762006,627762,6798,262,56,7,1010016,25,19,16,4,1,20,7,7812,117,6,3,4,0,45,24,1007,8,23243
627762007,627762,6798,262,56,7,1010016,25,51,24,1,2,4,12,7812,117,6,3,4,0,45,24,1007,8,23243
627762009,627762,6798,262,56,7,1010016,25,63,10,4,1,6,8,7812,117,6,3,4,0,45,24,1007,8,23243
627763003,627763,3135,262,56,7,1010016,25,43,11,4,1,18,13,7812,117,6,3,4,0,45,24,1007,8,23363
627769005,627769,13305,261,71,7,1010016,25,43,11,4,1,18,13,8812,243,7,2,4,0,45,24,1007,8,23379
627769006,627769,13305,261,71,7,1010016,25,19,16,4,1,20,7,8812,243,7,2,4,0,45,24,1007,8,23379
627769007,627769,13305,261,71,7,1010016,25,73,5,4,1,2,2,8812,243,7,2,4,0,45,24,1007,8,23379
627769008,627769,13305,261,71,7,1010016,25,51,24,1,2,4,12,8812,243,7,2,4,0,45,24,1007,8,23379
627769009,627769,13305,261,71,7,1010016,25,8,7,4,1,12,6,8812,243,7,2,4,0,45,24,1007,8,23379
627770002,627770,28983,262,56,7,1010001,0,19,16,4,1,20,7,8812,243,7,2,4,0,45,24,1007,8,23103
627771004,627771,30420,261,71,7,1010016,25,73,5,4,1,2,2,8812,243,7,2,4,0,45,24,1007,8,12022
627771005,627771,30420,261,71,7,1010016,25,19,16,4,1,20,7,8812,243,7,2,4,0,45,24,1007,8,12022
627771007,627771,30420,261,71,7,1010016,25,43,11,4,1,18,13,8812,243,7,2,4,0,45,24,1007,8,12022
627815001,627815,44405,258,11,7,1010016,25,10,47,3,3,9,16,3030,64,0,6,1,2,15,44,1001,19,42583
627815002,627815,44405,258,11,7,1010016,25,91,21,3,3,19,5,3030,64,0,6,1,2,15,44,1001,19,42583
628323001,628323,34293,262,56,7,1010016,25,73,5,4,1,2,2,7510,217,4,8,3,3,28,31,1011,9,18081
628324001,628324,9563,74,48,0,1010016,25,10,47,3,3,9,16,4313,71,8,1,4,0,43,20,1019,0,12326
628326001,628326,40940,286,117,16,1010021,14,10,47,3,3,9,16,1338,66,1,7,1,2,61,46,1017,18,17202
628326002,628326,40940,286,117,16,1010021,14,9,1,4,1,5,1,1338,66,1,7,1,2,61,46,1017,18,17202
628326003,628326,40940,286,117,16,1010021,14,51,24,1,2,4,12,1338,66,1,7,1,2,61,46,1017,18,17202
628326004,628326,40940,286,117,16,1010021,14,71,20,1,2,2,2,1338,66,1,7,1,2,61,46,1017,18,17202
628327005,628327,19327,273,61,6,1010016,25,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17911
628327006,628327,19327,273,61,6,1010005,5,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17911
628327008,628327,18435,273,61,6,1010010,15,8,7,4,1,12,6,7930,240,7,2,4,0,79,17,1002,5,17911
628327009,628327,18435,273,61,6,1010001,0,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17911
628327014,628327,18435,273,61,6,1010001,0,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17911
628327016,628327,18435,273,61,6,1010005,5,8,7,2,5,12,6,7930,240,7,2,4,0,79,17,1002,5,17911
628327017,628327,18435,273,61,6,1010001,0,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17911
628327018,628327,18436,273,61,6,1010020,6,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,17911
628327019,628327,18435,273,61,6,1010001,0,8,7,4,1,12,6,7930,240,7,2,4,0,79,17,1002,5,17911
628331005,628331,18226,255,105,7,1010016,25,10,47,3,3,9,16,7930,240,7,2,4,0,79,17,1002,5,38446
628331007,628331,18226,255,105,7,1010017,26,10,47,3,3,9,16,7930,240,7,2,4,0,79,17,1002,5,38446
628331008,628331,18226,255,105,7,1010001,0,6,22,1,2,12,6,7930,240,7,2,4,0,79,17,1002,5,38446
628331009,628331,18226,255,105,7,1010014,22,10,47,3,3,9,16,7930,240,7,2,4,0,79,17,1002,5,38446
628331011,628331,18226,255,105,7,1010001,0,6,22,1,2,12,6,7930,240,7,2,4,0,79,17,1002,5,38446
628331012,628331,18226,255,105,7,1010016,25,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,38446
628331017,628331,18226,255,105,7,1010017,26,10,47,3,3,9,16,7930,240,7,2,4,0,79,17,1002,5,38446
628331021,628331,18226,255,105,7,1010001,0,73,5,4,1,2,2,7930,240,7,2,4,0,79,17,1002,5,38446
628331022,628331,18226,255,105,7,1010001,0,10,47,3,3,9,16,7930,240,7,2,4,0,79,17,1002,5,38446
628331023,628331,18226,255,105,7,1010001,0,6,22,1,2,12,6,7930,240,7,2,4,0,79,17,1002,5,38446
628331024,628331,18226,255,105,7,1010001,0,10,47,3,3,9,16,7930,240,7,2,4,0,79,17,1002,5,38446
628331025,628331,18226,255,105,7,1010016,25,19,16,1,2,20,7,7930,240,7,2,4,0,79,17,1002,5,38446
628331026,628331,18226,255,105,7,1010026,21,7,17,1,2,12,6,7930,240,7,2,4,0,79,17,1002,5,38446
628331028,628331,18226,255,105,7,1010026,21,50,35,5,0,4,12,7930,240,7,2,4,0,79,17,1002,5,38446
628331030,628331,18226,255,105,7,1010010,15,8,7,4,1,12,6,7930,240,7,2,4,0,79,17,1002,5,38446
628331031,628331,18226,255,105,7,1010018,28,51,24,1,2,4,12,7930,240,7,2,4,0,79,17,1002,5,38446
628331032,628331,18226,255,105,7,1010010,15,10,47,3,3,9,16,7930,240,7,2,4,0,79,17,1002,5,38446
628340001,628340,28214,262,56,7,1010016,25,93,6,2,5,19,5,6512,12,5,0,4,0,41,0,1007,8,25011
628340002,628340,28214,262,56,7,1010016,25,51,24,1,2,4,12,6512,12,5,0,4,0,41,0,1007,8,25011
628341001,628341,24367,297,79,11,1010001,0,31,23,1,2,3,11,7932,248,7,2,4,0,79,17,1017,18,24694
628341002,628341,24367,297,79,11,1010001,0,73,5,4,1,2,2,7932,248,7,2,4,0,79,17,1017,18,24694
628341003,628341,24367,297,79,11,1010012,18,30,34,3,3,3,11,7932,248,7,2,4,0,79,17,1017,18,24694
628341004,628341,23224,297,79,11,1010012,18,7,17,1,2,12,6,7932,248,7,2,4,0,79,17,1017,18,24694
628341005,628341,23224,297,79,11,1010012,18,73,5,4,1,2,2,7932,248,7,2,4,0,79,17,1017,18,24694
628341006,628341,23224,297,79,11,1010012,18,10,47,3,3,9,16,7932,248,7,2,4,0,79,17,1017,18,24694
628341007,628341,23224,297,79,11,1010012,18,10,47,3,3,9,16,7932,248,7,2,4,0,79,17,1017,18,24694
628341008,628341,23224,297,79,11,1010012,18,31,23,3,3,3,11,7932,248,7,2,4,0,79,17,1017,18,24694
628341009,628341,23224,297,79,11,1010012,18,30,34,5,0,3,11,7932,248,7,2,4,0,79,17,1017,18,24694
628341010,628341,23224,297,79,11,1010012,18,91,21,1,2,19,5,7932,248,7,2,4,0,79,17,1017,18,24694
628350001,628350,1998,265,32,5,1010016,25,72,2,5,0,2,2,7613,111,6,3,4,0,76,22,1014,4,19035
628354001,628354,9492,307,59,16,1010017,26,10,47,3,3,9,16,7932,248,7,2,4,0,79,17,1017,18,40064
628425001,628425,19093,253,121,7,1010016,25,10,47,3,3,9,16,7930,240,7,2,4,0,79,17,1002,5,42213
628425004,628425,18320,253,121,7,1010010,15,81,27,1,2,7,14,7930,240,7,2,4,0,79,17,1002,5,42213
628425009,628425,18320,253,121,7,1010010,15,51,24,3,3,4,12,7930,240,7,2,4,0,79,17,1002,5,42213
628425017,628425,18320,253,121,7,1010017,26,73,5,4,1,2,2,7930,240,7,2,4,0,79,17,1002,5,42213
628425019,628425,18320,253,121,7,1010017,26,19,16,1,2,20,7,7930,240,7,2,4,0,79,17,1002,5,42213
628425020,628425,18320,253,121,7,1010016,25,81,27,3,3,7,14,7930,240,7,2,4,0,79,17,1002,5,42213
628425021,628425,18320,253,121,7,1010001,0,9,1,4,1,5,1,7930,240,7,2,4,0,79,17,1002,5,42213
628425026,628425,18320,253,121,7,1010016,25,31,23,1,2,3,11,7930,240,7,2,4,0,79,17,1002,5,42213
628425027,628425,18320,253,121,7,1010012,18,51,24,1,2,4,12,7930,240,7,2,4,0,79,17,1002,5,42213
628426001,628426,22655,254,108,7,1010016,25,12,19,1,2,11,0,1926,218,0,6,1,2,14,48,1013,3,26032
628426002,628426,22655,254,108,7,1010016,25,9,1,4,1,5,1,1926,218,0,6,1,2,14,48,1013,3,26032
628426003,628426,22655,254,108,7,1010016,25,53,9,4,1,4,12,1926,218,0,6,1,2,14,48,1013,3,26032
628427002,628427,18319,253,121,7,1010017,26,10,47,3,3,9,16,7930,240,7,2,4,0,79,17,1002,5,42225
628427003,628427,18319,253,121,7,1010001,0,10,47,3,3,9,16,7930,240,7,2,4,0,79,17,1002,5,42225
628457001,628457,40942,306,15,16,1010021,14,9,1,4,1,5,1,1338,66,1,7,1,2,61,46,1017,18,17244
628457002,628457,40942,306,15,16,1010021,14,10,47,3,3,9,16,1338,66,1,7,1,2,61,46,1017,18,17244
628457003,628457,40942,306,15,16,1010021,14,71,20,1,2,2,2,1338,66,1,7,1,2,61,46,1017,18,17244
628458001,628458,35614,306,15,16,1010016,25,9,1,4,1,5,1,1338,66,1,7,1,2,61,46,1017,18,39496
628466001,628466,1809,256,12,7,1010021,14,9,1,4,1,5,1,1636,87,0,6,1,2,15,44,1005,6,20786
628466002,628466,1809,256,12,7,1010021,14,63,10,4,1,6,8,1686,86,0,6,1,2,14,48,1013,3,20786
628469001,628469,11233,258,11,7,1010017,26,73,5,4,1,2,2,1543,206,3,4,2,1,53,12,1010,1,4131
628469002,628469,11233,258,11,7,1010001,0,93,6,7,4,19,5,1543,206,3,4,2,1,53,12,1010,1,4131
628469003,628469,11233,258,11,7,1010001,0,10,47,3,3,9,16,1543,206,3,4,2,1,53,12,1010,1,4131
628476001,628476,23445,245,23,7,1010016,25,52,40,7,4,4,12,1949,124,0,6,1,2,2,18,1003,7,6871
628499001,628499,41803,252,100,7,1010017,26,72,2,7,4,2,2,7658,98,6,3,4,0,46,21,1003,7,15563
628499002,628499,41803,252,100,7,1010017,26,92,15,5,0,19,5,7658,98,6,3,4,0,46,21,1003,7,15563
628499003,628499,41803,252,100,7,1010017,26,7,17,1,2,12,6,7658,98,6,3,4,0,46,21,1003,7,15563
628499004,628499,41803,252,100,7,1010017,26,9,1,4,1,12,6,7658,98,6,3,4,0,46,21,1003,7,15563
628499005,628499,41803,252,100,7,1010017,26,42,42,5,0,18,13,7658,98,6,3,4,0,46,21,1003,7,15563
628499006,628499,41803,252,100,7,1010010,15,73,5,4,1,2,2,7658,98,6,3,4,0,46,21,1003,7,15563
628499007,628499,41803,252,100,7,1010017,26,23,13,2,5,13,4,7658,98,6,3,4,0,46,21,1003,7,15563
628499008,628499,41803,252,100,7,1010017,26,22,48,7,4,8,17,7658,98,6,3,4,0,46,21,1003,7,15563
628499009,628499,41803,252,100,7,1010008,10,73,5,4,1,2,2,7658,98,6,3,4,0,46,21,1003,7,15563
628499010,628499,41803,252,100,7,1010008,10,42,42,5,0,18,13,7658,98,6,3,4,0,46,21,1003,7,15563
628499011,628499,41803,252,100,7,1010008,10,73,5,4,1,2,2,7658,98,6,3,4,0,46,21,1003,7,15563
628499012,628499,41803,252,100,7,1010008,10,7,17,1,2,12,6,7658,98,6,3,4,0,46,21,1003,7,15563
628499014,628499,41803,252,100,7,1010008,10,32,30,7,4,3,11,7658,98,6,3,4,0,46,21,1003,7,15563
628499015,628499,41803,252,100,7,1010008,10,72,2,7,4,2,2,7658,98,6,3,4,0,46,21,1003,7,15563
628499016,628499,41803,252,100,7,1010017,26,73,5,4,1,2,2,7658,98,6,3,4,0,46,21,1003,7,15563
628499017,628499,41803,252,100,7,1010008,10,7,17,1,2,12,6,7658,98,6,3,4,0,46,21,1003,7,15563
628513001,628513,6187,293,67,11,1010016,25,51,24,1,2,4,12,1338,66,1,7,1,2,61,46,1017,18,22298
628535001,628535,18821,265,32,5,1010001,0,32,30,2,5,3,11,1344,56,3,4,2,1,53,12,1013,3,28587
628535002,628535,18821,265,32,5,1010017,26,73,5,5,0,2,2,1344,56,3,4,2,1,53,12,1013,3,28587
628535006,628535,18821,265,32,5,1010001,0,9,1,4,1,5,1,1344,56,3,4,2,1,53,12,1013,3,28587
628535007,628535,18821,265,32,5,1010001,0,10,47,3,3,9,16,1344,56,3,4,2,1,53,12,1013,3,28587
628535008,628535,18821,265,32,5,1010001,0,73,5,4,1,2,2,1344,56,3,4,2,1,53,12,1013,3,28587
628535009,628535,18821,265,32,5,1010016,25,42,42,5,0,18,13,1344,56,3,4,2,1,53,12,1013,3,28587
628549001,628549,26203,270,42,5,1010016,25,73,5,4,1,2,2,6564,141,5,0,4,0,44,1,1005,6,26555
628556001,628556,41891,270,42,5,1010016,25,9,1,4,1,12,6,6564,141,5,0,4,0,44,1,1005,6,26551
628561001,628561,41556,262,56,7,1010016,25,19,16,4,1,20,7,7510,217,4,8,3,3,28,31,1011,9,13715
628564001,628564,23380,270,42,5,1010017,26,73,5,4,1,2,2,6564,141,5,0,4,0,44,1,1005,6,27118
628568001,628568,32787,308,55,7,1010016,25,9,1,4,1,5,1,1244,149,3,4,2,1,53,12,1007,8,23462
628568002,628568,32787,308,55,7,1010016,25,73,5,4,1,2,2,1244,149,3,4,2,1,53,12,1007,8,23462
628568003,628568,32787,308,55,7,1010016,25,42,42,7,4,18,13,1244,149,3,4,2,1,53,12,1007,8,23462
628586001,628586,32238,306,15,16,1010001,0,9,1,4,1,5,1,8316,129,9,9,26,4,5,27,1005,6,35875
628586002,628586,32238,306,15,16,1010001,0,10,47,3,3,9,16,8316,129,9,9,26,4,5,27,1005,6,35875
628591001,628591,1374,270,42,5,1010001,0,72,2,2,5,2,2,6555,19,5,0,4,0,40,2,1006,20,3547
628591002,628591,1374,270,42,5,1010017,26,11,29,1,2,9,16,6555,19,5,0,4,0,40,2,1006,20,3547
628593001,628593,942,262,56,7,1010001,0,8,7,4,1,12,6,8397,130,9,9,26,4,5,27,1001,19,22745
628594001,628594,36691,270,42,5,1010012,18,42,42,5,0,18,13,6555,19,5,0,4,0,40,2,1006,20,27050
628608001,628608,1292,270,42,5,1010004,4,43,11,7,4,18,13,6555,19,5,0,4,0,40,2,1006,20,26647
